Depth (µm);Stopping Power (MeV·cm²/g);Dose (kGy)
7.1671264626863875;52.027904412411424;109.258599266064
7.215172482920403;52.03344601328776;109.2702366279043
7.263213385466994;52.038989017233035;109.28187693618938
7.311249170120749;52.044533424824344;109.29352019213113
7.359279836676204;52.050079236639114;109.30516639694214
7.407305384927841;52.05562645325509;109.31681555183567
7.45532581467009;52.06117507525042;109.32846765802589
7.503341125697328;52.066725103203495;109.34012271672735
7.551351317803877;52.072276537693135;109.35178072915559
7.599356390784008;52.077829379298436;109.36344169652672
7.647356344431937;52.08338362859884;109.37510562005755
7.6953511785418245;52.08893928617415;109.38677250096572
7.743340892907784;52.0944963526045;109.39844234046947
7.791325487323871;52.10005482847034;109.41011513978772
7.839304961584087;52.10561471435246;109.42179090014018
7.887279315482382;52.11117601083204;109.43346962274728
7.935248548812653;52.116738718490524;109.4451513088301
7.983212661368741;52.122302837909736;109.45683595961046
8.031171652944435;52.12786836967186;109.46852357631091
8.079125523333472;52.13343531435936;109.48021416015466
8.127074272329532;52.13900367255509;109.49190771236569
8.175017899726244;52.144573444842216;109.50360423416865
8.222956405317182;52.150144631804274;109.51530372678897
8.270889788895868;52.15571723402511;109.52700619145274
8.318818050255768;52.16129125208892;109.53871162938674
8.366741189190297;52.16686668658025;109.55042004181854
8.414659205492812;52.17244353808397;109.56213142997635
8.462572098956622;52.17802180718533;109.5738457950892
8.510479869374977;52.18360149446987;109.58556313838673
8.558382516541077;52.18918260052349;109.59728346109934
8.606280040248064;52.194765125932456;109.60900676445816
8.654172440289031;52.200349071283355;109.62073304969505
8.702059716457013;52.205934437163116;109.63246231804256
8.749941868544994;52.21152122415902;109.64419457073394
8.797818896345902;52.21710943285869;109.65592980900325
8.84569079965261;52.22269906385009;109.6676680340852
8.893557578257942;52.22829011772153;109.6794092472152
8.941419231954663;52.233882595061644;109.69115344962947
8.989275760535484;52.23947649645945;109.70290064256486
9.037127163793068;52.24507182250429;109.71465082725904
9.084973441520015;52.25066857378586;109.72640400495031
9.132814593508876;52.25626675089416;109.73816017687773
9.180650619552148;52.26186635441959;109.74991934428114
9.228481519442271;52.267467384952866;109.76168150840101
9.276307292971635;52.27306984308505;109.7734466704786
9.324127939932572;52.27867372940757;109.78521483175591
9.371943460117361;52.28427904451221;109.79698599347564
9.419753853318227;52.28988578899102;109.80876015688115
9.467559119327339;52.295493963436506;109.82053732321667
9.515359257936813;52.30110356844147;109.83231749372707
9.563154268938712;52.30671460459904;109.84410066965799
9.610944152125041;52.31232707250271;109.85588685225571
9.658728907287756;52.317940972746364;109.86767604276737
9.706508534218752;52.32355630592416;109.87946824244072
9.754283032709873;52.32917307263065;109.89126345252438
9.802052402552908;52.334791273460766;109.90306167426762
9.849816643539592;52.340410909009705;109.91486290892038
